1|0|0|AJP|active|2|2017-09-07|2017-09-07|18:30:00|NULL|KD Anleger - Frankenwerft 35, Köln|Köln|2|3|750|246.25|132.55|165.69|0.00|KD Anleger - Frankenwerft 35, Köln|18:00:00|Bitte in sauberer, ordentlicher Servite Standardkleidung|NULL|0|1|1|NULL|2|NULL|2017-09-06 12:12:59|2017-10-08 20:39:02|NULL
2|0|0|Cash|active|11|2017-09-08|2017-09-08|17:30:00|NULL|Maritim Königswinter|Bonn|1|1|240|71.60|44.00|59.40|0.00|Maritim Königswinter ( bitte alleine hingehen! )|17:00:00|Bitte unbedingt pünktlich sein und in sauberer, ordentlicher Servite-Standardkleidung erscheinen.|"null"|0|1|1|NULL|2|3|2017-09-07 13:06:16|2017-10-14 13:46:04|NULL
3|1|0|Setup|active|3|2017-09-13|2017-09-13|16:00:00|NULL|Rheinterrassen: Rheinparkweg 1, 50679  Köln|Köln|2|2|600|179.00|95.00|128.25|0.00|Rheinterrassen: Rheinparkweg 1, 50679  Köln|00:30:00|Schwarze Schuhe, Schwarze Stoffhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild und ein Kellnermesser.|"null"|0|1|1|NULL|2|2|2017-09-10 14:40:30|2017-10-08 17:54:02|NULL
4|0|0|Cash Verdi (ab 07:00)|active|2|2017-09-13|2017-09-13|07:00:00|NULL|KD -RheinEnergie - Frankenwerft 35, Köln|Köln|4|4|3300|1083.50|568.00|735.65|0.00|KD Anleger - Frankenwerft 35, Köln|06:30:00|Schwarze Schuhe, Schwarze Stoffhose (!), weißes Hemd, Weste, Krawatte (bitte immer mitbringen!) Ausserdem Kellnermesser, Block, Stift und Feuerzeug immer mit dabei haben.  Bitte stets einen gültigen Ausweis/Pass und eine gültige Aufenthalts- bzw. Arbei|"null"|0|1|1|NULL|2|3|2017-09-10 14:49:12|2017-10-22 19:35:24|NULL
5|0|0|BQT|active|3|2017-09-14|2017-09-14|09:45:00|NULL|Rheinterrassen: Rheinparkweg 1, 50679  Köln|Köln|5|5|2250|671.25|406.50|532.88|0.00|Rheinterrassen: Rheinparkweg 1, 50679  Köln|09:15:00|Schwarze Schuhe, Schwarze Stoffhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild und ein Kellnermesser.|"[\"start_time\"]"|0|1|1|NULL|2|2|2017-09-10 14:55:14|2017-10-08 17:54:02|NULL
6|0|0|SKParty (ab 18:00)|active|2|2017-09-15|2017-09-15|18:00:00|NULL|KD Anleger - Frankenwerft 35, Köln|Köln|6|6|2700|886.50|491.25|655.31|0.00|KD Anleger - Frankenwerft 35, Köln|17:30:00|Schwarze Schuhe, Schwarze Stoffhose (!), weißes Hemd, Weste, Krawatte (bitte immer mitbringen!) Ausserdem Kellnermesser, Block, Stift und Feuerzeug immer mit dabei haben.  Bitte stets einen gültigen Ausweis/Pass und eine gültige Aufenthalts- bzw. Arbei|NULL|0|1|1|NULL|2|NULL|2017-09-10 15:02:30|2017-10-08 20:39:02|NULL
7|0|0|Theke (3x 17:00)|active|3|2017-09-16|2017-09-16|17:00:00|NULL|Rheinterrassen: Rheinparkweg 1, 50679  Köln|Köln|3|3|1560|465.40|278.88|365.80|0.00|Rheinterrassen: Rheinparkweg 1, 50679  Köln|16:30:00|Schwarze Schuhe, Schwarze Stoffhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild und ein Kellnermesser.|NULL|0|1|1|NULL|2|NULL|2017-09-10 15:05:34|2017-10-08 17:54:02|NULL
8|0|0|BQT|active|3|2017-09-16|2017-09-16|17:00:00|NULL|Rheinterrassen: Rheinparkweg 1, 50679  Köln|Köln|3|3|1530|456.45|251.01|329.68|0.00|Rheinterrassen: Rheinparkweg 1, 50679  Köln|16:30:00|Schwarze Schuhe, Schwarze Stoffhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild und ein Kellnermesser.|"null"|0|1|1|NULL|2|2|2017-09-10 15:06:29|2018-03-04 21:54:05|NULL
9|0|0|Abf (3x ab 18:30)|active|2|2017-09-16|2017-09-16|18:30:00|NULL|KD Anleger - Frankenwerft 35, Köln|Köln|3|3|1260|413.70|228.90|301.52|0.00|KD Anleger - Frankenwerft 35, Köln|18:00:00|Schwarze Schuhe, Schwarze Stoffhose (!), weißes Hemd, Weste, Krawatte (bitte immer mitbringen!) Ausserdem Kellnermesser, Block, Stift und Feuerzeug immer mit dabei haben.  Bitte stets einen gültigen Ausweis/Pass und eine gültige Aufenthalts- bzw. Arbei|NULL|0|1|1|NULL|2|NULL|2017-09-10 15:11:39|2017-10-08 20:39:02|NULL
10|0|0|Setup (2x 22:00) männlich|active|10|2017-09-16|2017-09-16|22:00:00|NULL|Steigenberger Grandhotel Petersberg, Petersberg 53639 Königswinter|Bonn|2|2|810|256.50|135.01|175.18|0.00|Bhf Deutz / Köln|21:30:00|Ordentliche, saubere Servite-Standard-Kleidung!|NULL|0|1|1|NULL|2|NULL|2017-09-10 15:14:05|2017-10-12 23:15:22|NULL
11|1|0|BQT|active|6|2017-09-12|2017-09-12|07:00:00|NULL|Maritim Bonn: Godesberger Allee, 53175 Bonn|Bonn|2|2|810|241.65|148.50|200.48|0.00|Maritim Bonn: Godesberger Allee, 53175 Bonn|06:30:00|Schwarze Schuhe, schwarze Anzug-/Kostümhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild,  Kellnermesser, Block und Stift.  Bitte stets einen gültigen Ausweis/Pass und eine gültige Aufenthalts- bzw. Arbeitserlaubnis im O|"null"|0|1|1|NULL|2|2|2017-09-10 15:16:14|2017-10-14 13:45:42|NULL
12|1|0|BQT|active|3|2017-09-12|2017-09-12|16:30:00|NULL|Rheinparkweg 1, 50679  Köln|Köln|9|9|3360|1002.40|571.35|751.46|0.00|Vor dem Haupteingang Rheinterrasse.|16:00:00|Schwarze Schuhe, Schwarze Stoffhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild und ein Kellnermesser.|"null"|0|1|1|NULL|2|2|2017-09-10 15:21:13|2017-10-08 17:54:02|NULL
13|0|0|Cash (10:30 - ca 19:00)|active|15|2017-09-05|2017-09-05|10:30:00|NULL|KD Loreley - Konrad-Adenauer-Ufer 80, 50668 Köln|Köln|2|2|1020|334.90|180.20|225.25|0.00|KD Loreley - Konrad-Adenauer-Ufer 80, 50668 Köln|10:00:00|Bitte in sauberer, ordentlicher Servite-Standard-Kleidung|"[\"requirements\",\"meeting_point\"]"|0|1|1|NULL|2|5|2017-09-10 15:29:11|2017-10-19 22:48:04|NULL
14|0|0|8090Party (ab 18:30)|active|2|2017-09-08|2017-09-08|18:30:00|NULL|KD Anleger - Frankenwerft 35, Köln|Köln|5|5|2100|689.50|385.00|519.75|0.00|KD Anleger - Frankenwerft 35, Köln|18:00:00|Schwarze Schuhe, Schwarze Stoffhose (!), weißes Hemd, Weste, Krawatte (bitte immer mitbringen!) Ausserdem Kellnermesser, Block, Stift und Feuerzeug immer mit dabei haben.  Bitte stets einen gültigen Ausweis/Pass und eine gültige Aufenthalts- bzw. Arbei|NULL|0|1|1|NULL|2|NULL|2017-09-10 15:36:45|2017-10-08 20:39:02|NULL
15|0|0|BQT|active|15|2017-09-08|2017-09-08|14:00:00|NULL|KD Loreley - Konrad-Adenauer-Ufer 80, 50668 Köln|Köln|1|1|270|88.65|48.15|60.19|0.00|KD Loreley - Konrad-Adenauer-Ufer 80, 50668 Köln|13:30:00|Bitte in sauberer, ordentlicher Servite-Standard-Kleidung|"null"|0|1|1|NULL|2|2|2017-09-10 15:42:34|2017-10-19 22:48:04|NULL
16|0|0|rtgg|active|8|2017-09-17|2017-09-17|11:00:00|NULL|erer|Bonn|0|3|0|0.00|0.00|0.00|0.00|sere|12:00:00|fgghghh|"null"|0|0|0|NULL|3|3|2017-09-11 13:24:27|2017-09-12 05:35:56|2017-09-12 05:35:56
17|0|0|Silvester Party|active|6|2017-12-31|2017-12-31|17:30:00|NULL|Maritim Bonn: Godesberger Allee, 53175 Bonn|Bonn|2|2|1110|331.15|184.75|249.41|0.00|Maritim Bonn: Godesberger Allee, 53175 Bonn|17:00:00|Schwarze Schuhe, schwarze Anzug-/Kostümhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild,  Kellnermesser, Block und Stift.|"[\"start_time\"]"|1|1|1|2017-12-29 02:14:57|2|5|2017-09-12 09:42:31|2018-01-15 22:48:46|NULL
18|0|0|Cash|active|15|2017-09-21|2017-09-21|09:00:00|NULL|KD Loreley - Konrad-Adenauer-Ufer 80, 50668 Köln|Köln|3|3|2250|738.75|411.88|528.60|0.00|vor dem Anleger der KD MS Loreley in der Kölner Altstadt|08:30:00|Servite Standarderscheinungsbild ist Pflicht! Schwarze Klamotten: Stoffhose, Lederschuhe, Socken, Weste und Krawatte! Dazu ein weißes Hemd und bitte ein gepflegtes sauberes Erscheinungsbild (z.B. rasiert, saubere Arbeitsklamotten etc.).|"null"|0|1|1|NULL|2|5|2017-09-12 11:46:29|2017-10-19 22:48:04|NULL
19|0|0|MalleParty|active|2|2017-09-22|2017-09-22|18:30:00|NULL|KD Anleger - Frankenwerft 35, Köln|Köln|3|3|1260|413.70|218.40|287.35|0.00|vor dem Haupteingang der KD in Köln!|18:00:00|Servite Standarderscheinungsbild ist Pflicht! Schwarze Klamotten: Stoffhose, Lederschuhe, Socken, Weste und Krawatte! Dazu ein weißes Hemd und bitte ein gepflegtes sauberes Erscheinungsbild (z.B. rasiert, saubere Arbeitsklamotten etc.).|"null"|0|1|1|NULL|2|5|2017-09-12 11:48:45|2017-10-08 20:39:02|NULL
20|0|0|Setup (22:00) männlich|active|10|2017-09-23|2017-09-23|22:00:00|NULL|Steigenberger Grandhotel Petersberg, Petersberg 53639 Königswinter|Bonn|2|2|840|266.00|133.00|179.55|0.00|Bhf Deutz / Köln|21:15:00|Servite Standarderscheinungsbild ist Pflicht! Schwarze Klamotten: Stoffhose, Lederschuhe, Socken, Weste und Krawatte! Dazu ein weißes Hemd und bitte ein gepflegtes sauberes Erscheinungsbild (z.B. rasiert, saubere Arbeitsklamotten etc.).|"null"|0|1|1|NULL|2|5|2017-09-12 11:50:09|2017-10-12 23:15:22|NULL
21|0|0|Party -F- Bonn|active|15|2017-09-23|2017-09-23|18:00:00|NULL|KD Loreley - Brassertufer 1, 53111 Bonn|Köln|6|6|2865|940.68|517.00|680.62|0.00|in Köln Deutz Bf vor dem Haupteingang am Parkplatz!|17:00:00|Servite Standarderscheinungsbild ist Pflicht! Schwarze Klamotten: Stoffhose, Lederschuhe, Socken, Weste und Krawatte! Dazu ein weißes Hemd und bitte ein gepflegtes sauberes Erscheinungsbild (z.B. rasiert, saubere Arbeitsklamotten etc.).|"null"|0|1|1|NULL|2|3|2017-09-12 11:55:07|2017-10-19 22:48:04|NULL
22|1|0|Theke|canceled|3|2017-09-18|2017-09-18|17:00:00|NULL|Rheinterrassen: Rheinparkweg 1, 50679  Köln|Köln|0|1|0|0.00|0.00|0.00|0.00|Vor dem Haupteingang Rheinterrassen, bitte alleine rein hingehen! ( bitte unbedingt pünklich!)|16:30:00|Schwarze Schuhe, Schwarze Stoffhose, weißes Hemd usw. (bitte immer mitbringen!) Servite Standard-Erscheinungsbild und ein Kellnermesser.|"null"|0|0|0|NULL|2|2|2017-09-12 11:58:44|2017-09-13 10:06:40|NULL
